PASSENGERS,FREIGHT,MAIL,DISTANCE,UNIQUE_CARRIER,UNIQUE_CARRIER_NAME,ORIGIN_AIRPORT_ID,ORIGIN,ORIGIN_COUNTRY,ORIGIN_COUNTRY_NAME,DEST_AIRPORT_ID,DEST,DEST_COUNTRY,DEST_COUNTRY_NAME,YEAR,MONTH
988,41162,0,8260,SV,Saudi Arabian Airlines Corp,12892,LAX,US,United States,14645,RUH,SA,Saudi Arabia,2014,7
1159,139810,0,8327,SV,Saudi Arabian Airlines Corp,12892,LAX,US,United States,12472,JED,SA,Saudi Arabia,2014,11
1181,15083,0,8260,SV,Saudi Arabian Airlines Corp,14645,RUH,SA,Saudi Arabia,12892,LAX,US,United States,2014,5
1209,93953,0,8260,SV,Saudi Arabian Airlines Corp,12892,LAX,US,United States,14645,RUH,SA,Saudi Arabia,2014,9
1232,52967,0,8260,SV,Saudi Arabian Airlines Corp,12892,LAX,US,United States,14645,RUH,SA,Saudi Arabia,2014,10
1239,352,0,8260,SV,Saudi Arabian Airlines Corp,14645,RUH,SA,Saudi Arabia,12892,LAX,US,United States,2014,9
1343,79776,0,8260,SV,Saudi Arabian Airlines Corp,12892,LAX,US,United States,14645,RUH,SA,Saudi Arabia,2014,12
1357,175292,0,8327,SV,Saudi Arabian Airlines Corp,12892,LAX,US,United States,12472,JED,SA,Saudi Arabia,2014,10
1393,5243,0,8260,SV,Saudi Arabian Airlines Corp,14645,RUH,SA,Saudi Arabia,12892,LAX,US,United States,2014,7
1412,42420,0,8327,SV,Saudi Arabian Airlines Corp,12472,JED,SA,Saudi Arabia,12892,LAX,US,United States,2014,10
1431,83769,0,8327,SV,Saudi Arabian Airlines Corp,12892,LAX,US,United States,12472,JED,SA,Saudi Arabia,2014,9
1462,46268,0,8327,SV,Saudi Arabian Airlines Corp,12892,LAX,US,United States,12472,JED,SA,Saudi Arabia,2014,4
1464,78833,0,8327,SV,Saudi Arabian Airlines Corp,12892,LAX,US,United States,12472,JED,SA,Saudi Arabia,2014,7
1499,45142,0,8260,SV,Saudi Arabian Airlines Corp,14645,RUH,SA,Saudi Arabia,12892,LAX,US,United States,2014,6
1508,168153,0,6750,SV,Saudi Arabian Airlines Corp,14645,RUH,SA,Saudi Arabia,12264,IAD,US,United States,2014,11
1528,15277,0,8260,SV,Saudi Arabian Airlines Corp,14645,RUH,SA,Saudi Arabia,12892,LAX,US,United States,2014,8
1547,135370,0,6750,SV,Saudi Arabian Airlines Corp,12264,IAD,US,United States,14645,RUH,SA,Saudi Arabia,2014,2
1549,63307,0,8260,SV,Saudi Arabian Airlines Corp,12892,LAX,US,United States,14645,RUH,SA,Saudi Arabia,2014,6
